"year","county","area_id","ecosystem_type","species_group","exchange_value","withheld"
1997,"Hawaii",123,"All Ecosystems","All Species",47846.1969651,FALSE
1997,"Hawaii",123,"Open Ocean","All Species",47846.0196960501,FALSE
1997,"Hawaii",123,"Reef","All Species",0,FALSE
1997,"Hawaii",124,"All Ecosystems","Deep 7 Bottomfish",NA,TRUE
1997,"Hawaii",124,"Reef","Deep 7 Bottomfish",NA,TRUE
1997,"Hawaii",124,"Open Ocean","Deep 7 Bottomfish",NA,TRUE
1997,"Hawaii",124,"All Ecosystems","Shallow Bottomfish",NA,TRUE
1997,"Hawaii",124,"Reef","Shallow Bottomfish",NA,TRUE
1997,"Hawaii",124,"Open Ocean","Shallow Bottomfish",NA,TRUE
1997,"Hawaii",124,"All Ecosystems","Reef-Associated",0,FALSE
1997,"Hawaii",124,"Reef","Reef-Associated",0,FALSE
1997,"Hawaii",124,"Open Ocean","Reef-Associated",0,FALSE
1997,"Hawaii",124,"All Ecosystems","Pelagics",65874.8969199373,FALSE
1997,"Hawaii",124,"Reef","Pelagics",0,FALSE
1997,"Hawaii",124,"Open Ocean","Pelagics",65874.8969199373,FALSE
1997,"Hawaii",124,"All Ecosystems","All Species",65874.8969199373,FALSE
1997,"Hawaii",124,"Open Ocean","All Species",65874.8969199373,FALSE
1997,"Hawaii",124,"Reef","All Species",0,FALSE
1997,"Hawaii",125,"All Ecosystems","Deep 7 Bottomfish",29295.2844412539,FALSE
1997,"Hawaii",125,"Reef","Deep 7 Bottomfish",0,FALSE
1997,"Hawaii",125,"Open Ocean","Deep 7 Bottomfish",29295.2844412539,FALSE
1997,"Hawaii",125,"All Ecosystems","Shallow Bottomfish",3033.06799749216,FALSE
1997,"Hawaii",125,"Reef","Shallow Bottomfish",1863.17034131661,FALSE
1997,"Hawaii",125,"Open Ocean","Shallow Bottomfish",1169.89765617555,FALSE
1997,"Hawaii",125,"All Ecosystems","Reef-Associated",33814.901137931,FALSE
1997,"Hawaii",125,"Reef","Reef-Associated",33814.901137931,FALSE
1997,"Hawaii",125,"Open Ocean","Reef-Associated",0,FALSE
1997,"Hawaii",125,"All Ecosystems","Pelagics",665821.359255611,FALSE
1997,"Hawaii",125,"Reef","Pelagics",0,FALSE
1997,"Hawaii",125,"Open Ocean","Pelagics",665821.359255611,FALSE
1997,"Hawaii",125,"All Ecosystems","All Species",731964.612832288,FALSE
1997,"Hawaii",125,"Open Ocean","All Species",696286.541353041,FALSE
1997,"Hawaii",125,"Reef","All Species",35678.0714792477,FALSE
1997,"Hawaii",126,"All Ecosystems","Deep 7 Bottomfish",19865.2413353605,FALSE
1997,"Hawaii",126,"Reef","Deep 7 Bottomfish",0,FALSE
1997,"Hawaii",126,"Open Ocean","Deep 7 Bottomfish",19865.2413353605,FALSE
1997,"Hawaii",126,"All Ecosystems","Shallow Bottomfish",3148.61344501567,FALSE
1997,"Hawaii",126,"Reef","Shallow Bottomfish",1977.27147074608,FALSE
1997,"Hawaii",126,"Open Ocean","Shallow Bottomfish",1171.34197426959,FALSE
1997,"Hawaii",126,"All Ecosystems","Reef-Associated",25368.1913931034,FALSE
1997,"Hawaii",126,"Reef","Reef-Associated",25368.1913931034,FALSE
1997,"Hawaii",126,"Open Ocean","Reef-Associated",0,FALSE
1997,"Hawaii",126,"All Ecosystems","Pelagics",785693.034581456,FALSE
1997,"Hawaii",126,"Reef","Pelagics",0,FALSE
1997,"Hawaii",126,"Open Ocean","Pelagics",785693.034581456,FALSE
1997,"Hawaii",126,"All Ecosystems","All Species",83475.8754936,FALSE
1997,"Hawaii",126,"Open Ocean","All Species",806729.617891086,FALSE
1997,"Hawaii",126,"Reef","All Species",27345.4628638495,FALSE
1997,"Hawaii",127,"All Ecosystems","Deep 7 Bottomfish",5954.20134269592,FALSE
1997,"Hawaii",127,"Reef","Deep 7 Bottomfish",0,FALSE
1997,"Hawaii",127,"Open Ocean","Deep 7 Bottomfish",5954.20134269592,FALSE
1997,"Hawaii",127,"All Ecosystems","Shallow Bottomfish",989.357894420062,FALSE
1997,"Hawaii",127,"Reef","Shallow Bottomfish",453.51588152978,FALSE
1997,"Hawaii",127,"Open Ocean","Shallow Bottomfish",535.842012890282,FALSE
1997,"Hawaii",127,"All Ecosystems","Reef-Associated",2475.08239034483,FALSE
1997,"Hawaii",127,"Reef","Reef-Associated",2475.08239034483,FALSE
1997,"Hawaii",127,"Open Ocean","Reef-Associated",0,FALSE
1997,"Hawaii",127,"All Ecosystems","Pelagics",309790.674728355,FALSE
1997,"Hawaii",127,"Reef","Pelagics",0,FALSE
1997,"Hawaii",127,"Open Ocean","Pelagics",309790.674728355,FALSE
1997,"Hawaii",127,"All Ecosystems","All Species",31929.316355816,FALSE
1997,"Hawaii",127,"Open Ocean","All Species",316280.718083941,FALSE
1997,"Hawaii",127,"Reef","All Species",2928.59827187461,FALSE
1997,"Hawaii",128,"All Ecosystems","Deep 7 Bottomfish",6568.03653266457,FALSE
1997,"Hawaii",128,"Reef","Deep 7 Bottomfish",0,FALSE
1997,"Hawaii",128,"Open Ocean","Deep 7 Bottomfish",6568.03653266457,FALSE
1997,"Hawaii",128,"All Ecosystems","Shallow Bottomfish",NA,TRUE
1997,"Hawaii",128,"Reef","Shallow Bottomfish",NA,TRUE
1997,"Hawaii",128,"Open Ocean","Shallow Bottomfish",NA,TRUE
1997,"Hawaii",128,"All Ecosystems","Reef-Associated",0,FALSE
1997,"Hawaii",128,"Reef","Reef-Associated",0,FALSE
1997,"Hawaii",128,"Open Ocean","Reef-Associated",0,FALSE
1997,"Hawaii",128,"All Ecosystems","Pelagics",18454.7944630107,FALSE
1997,"Hawaii",128,"Reef","Pelagics",0,FALSE
1997,"Hawaii",128,"Open Ocean","Pelagics",18454.7944630107,FALSE
1997,"Hawaii",128,"All Ecosystems","All Species",2522.839956752,FALSE
1997,"Hawaii",128,"Open Ocean","All Species",25022.8309956752,FALSE
1997,"Hawaii",128,"Reef","All Species",0,FALSE
1997,"Maui",300,"All Ecosystems","Deep 7 Bottomfish",8633.70576545454,FALSE
1997,"Maui",300,"Reef","Deep 7 Bottomfish",0,FALSE
1997,"Maui",300,"Open Ocean","Deep 7 Bottomfish",8633.70576545454,FALSE
1997,"Maui",300,"All Ecosystems","Shallow Bottomfish",32387.1652285266,FALSE
1997,"Maui",300,"Reef","Shallow Bottomfish",17437.0992830721,FALSE
1997,"Maui",300,"Open Ocean","Shallow Bottomfish",14950.0659454545,FALSE
1997,"Maui",300,"All Ecosystems","Reef-Associated",575745.1857679,FALSE
1997,"Maui",300,"Reef","Reef-Associated",575745.1857679,FALSE
1997,"Maui",300,"Open Ocean","Reef-Associated",0,FALSE
1997,"Maui",300,"All Ecosystems","Pelagics",1875.47451855799,FALSE
1997,"Maui",300,"Reef","Pelagics",0,FALSE
1997,"Maui",300,"Open Ocean","Pelagics",1875.47451855799,FALSE
1997,"Maui",300,"All Ecosystems","All Species",618641.53128439,FALSE
1997,"Maui",300,"Open Ocean","All Species",25459.2462294671,FALSE
1997,"Maui",300,"Reef","All Species",593182.285050972,FALSE
1997,"Maui",301,"All Ecosystems","Deep 7 Bottomfish",NA,TRUE
1997,"Maui",301,"Reef","Deep 7 Bottomfish",NA,TRUE
1997,"Maui",301,"Open Ocean","Deep 7 Bottomfish",NA,TRUE
1997,"Maui",301,"All Ecosystems","Shallow Bottomfish",9739.1389523511,FALSE
1997,"Maui",301,"Reef","Shallow Bottomfish",5596.86998163009,FALSE
1997,"Maui",301,"Open Ocean","Shallow Bottomfish",4142.268970721,FALSE
1997,"Maui",301,"All Ecosystems","Reef-Associated",59733.3070788715,FALSE
1997,"Maui",301,"Reef","Reef-Associated",59733.3070788715,FALSE
1997,"Maui",301,"Open Ocean","Reef-Associated",0,FALSE
1997,"Maui",301,"All Ecosystems","Pelagics",370.302750470219,FALSE
1997,"Maui",301,"Reef","Pelagics",0,FALSE
1997,"Maui",301,"Open Ocean","Pelagics",370.302750470219,FALSE
1997,"Maui",301,"All Ecosystems","All Species",69842.7487816928,FALSE
1997,"Maui",301,"Open Ocean","All Species",4512.57172119122,FALSE
1997,"Maui",301,"Reef","All Species",65330.1770605016,FALSE
1997,"Maui",302,"All Ecosystems","Deep 7 Bottomfish",4198.53065517241,FALSE
1997,"Maui",302,"Reef","Deep 7 Bottomfish",0,FALSE
1997,"Maui",302,"Open Ocean","Deep 7 Bottomfish",4198.53065517241,FALSE
1997,"Maui",302,"All Ecosystems","Shallow Bottomfish",5893.64202695925,FALSE
1997,"Maui",302,"Reef","Shallow Bottomfish",3908.19524482759,FALSE
1997,"Maui",302,"Open Ocean","Shallow Bottomfish",1985.44678213166,FALSE
1997,"Maui",302,"All Ecosystems","Reef-Associated",136621.816301944,FALSE
1997,"Maui",302,"Reef","Reef-Associated",136621.816301944,FALSE
1997,"Maui",302,"Open Ocean","Reef-Associated",0,FALSE
1997,"Maui",302,"All Ecosystems","Pelagics",8826.27497003134,FALSE
1997,"Maui",302,"Reef","Pelagics",0,FALSE
1997,"Maui",302,"Open Ocean","Pelagics",8826.27497003134,FALSE
1997,"Maui",302,"All Ecosystems","All Species",15554.26395417,FALSE
1997,"Maui",302,"Open Ocean","All Species",15010.2524073354,FALSE
1997,"Maui",302,"Reef","All Species",140530.011546771,FALSE
1997,"Maui",303,"All Ecosystems","Deep 7 Bottomfish",40115.0519871473,FALSE
1997,"Maui",303,"Reef","Deep 7 Bottomfish",0,FALSE
1997,"Maui",303,"Open Ocean","Deep 7 Bottomfish",40115.0519871473,FALSE
1997,"Maui",303,"All Ecosystems","Shallow Bottomfish",18238.2444758621,FALSE
1997,"Maui",303,"Reef","Shallow Bottomfish",8207.90666213166,FALSE
1997,"Maui",303,"Open Ocean","Shallow Bottomfish",10030.3378137304,FALSE
1997,"Maui",303,"All Ecosystems","Reef-Associated",19053.3422524138,FALSE
1997,"Maui",303,"Reef","Reef-Associated",19053.3422524138,FALSE
1997,"Maui",303,"Open Ocean","Reef-Associated",0,FALSE
1997,"Maui",303,"All Ecosystems","Pelagics",17273.534183699,FALSE
1997,"Maui",303,"Reef","Pelagics",0,FALSE
1997,"Maui",303,"Open Ocean","Pelagics",17273.534183699,FALSE
1997,"Maui",303,"All Ecosystems","All Species",9468.1728991222,FALSE
1997,"Maui",303,"Open Ocean","All Species",67418.9239845768,FALSE
1997,"Maui",303,"Reef","All Species",27261.2489145455,FALSE
1997,"Maui",304,"All Ecosystems","Deep 7 Bottomfish",32397.3892737304,FALSE
1997,"Maui",304,"Reef","Deep 7 Bottomfish",0,FALSE
1997,"Maui",304,"Open Ocean","Deep 7 Bottomfish",32397.3892737304,FALSE
1997,"Maui",304,"All Ecosystems","Shallow Bottomfish",13403.507399373,FALSE
1997,"Maui",304,"Reef","Shallow Bottomfish",6283.76490344828,FALSE
1997,"Maui",304,"Open Ocean","Shallow Bottomfish",7119.74249592476,FALSE
1997,"Maui",304,"All Ecosystems","Reef-Associated",7769.64639047022,FALSE
1997,"Maui",304,"Reef","Reef-Associated",7769.64639047022,FALSE
1997,"Maui",304,"Open Ocean","Reef-Associated",0,FALSE
1997,"Maui",304,"All Ecosystems","Pelagics",8573.59779912225,FALSE
1997,"Maui",304,"Reef","Pelagics",0,FALSE
1997,"Maui",304,"Open Ocean","Pelagics",8573.59779912225,FALSE
1997,"Maui",304,"All Ecosystems","All Species",62144.148626959,FALSE
1997,"Maui",304,"Open Ocean","All Species",48090.7295687774,FALSE
1997,"Maui",304,"Reef","All Species",14053.4112939185,FALSE
1997,"Maui",305,"All Ecosystems","Deep 7 Bottomfish",57680.1775099686,FALSE
1997,"Maui",305,"Reef","Deep 7 Bottomfish",0,FALSE
1997,"Maui",305,"Open Ocean","Deep 7 Bottomfish",57680.1775099686,FALSE
1997,"Maui",305,"All Ecosystems","Shallow Bottomfish",23734.797146395,FALSE
1997,"Maui",305,"Reef","Shallow Bottomfish",11255.0449867085,FALSE
1997,"Maui",305,"Open Ocean","Shallow Bottomfish",12479.7521596865,FALSE
1997,"Maui",305,"All Ecosystems","Reef-Associated",290946.694429467,FALSE
1997,"Maui",305,"Reef","Reef-Associated",290946.694429467,FALSE
1997,"Maui",305,"Open Ocean","Reef-Associated",0,FALSE
1997,"Maui",305,"All Ecosystems","Pelagics",5872.56597216301,FALSE
1997,"Maui",305,"Reef","Pelagics",0,FALSE
1997,"Maui",305,"Open Ocean","Pelagics",5872.56597216301,FALSE
1997,"Maui",305,"All Ecosystems","All Species",378234.23557994,FALSE
1997,"Maui",305,"Open Ocean","All Species",76032.4956418181,FALSE
1997,"Maui",305,"Reef","All Species",302201.739416176,FALSE
1997,"Maui",306,"All Ecosystems","Deep 7 Bottomfish",3809.21235805642,FALSE
1997,"Maui",306,"Reef","Deep 7 Bottomfish",0,FALSE
1997,"Maui",306,"Open Ocean","Deep 7 Bottomfish",3809.21235805642,FALSE
1997,"Maui",306,"All Ecosystems","Shallow Bottomfish",NA,TRUE
1997,"Maui",306,"Reef","Shallow Bottomfish",NA,TRUE
1997,"Maui",306,"Open Ocean","Shallow Bottomfish",NA,TRUE
1997,"Maui",306,"All Ecosystems","Reef-Associated",0,FALSE
1997,"Maui",306,"Reef","Reef-Associated",0,FALSE
1997,"Maui",306,"Open Ocean","Reef-Associated",0,FALSE
1997,"Maui",306,"All Ecosystems","Pelagics",11000.1699404389,FALSE
1997,"Maui",306,"Reef","Pelagics",0,FALSE
1997,"Maui",306,"Open Ocean","Pelagics",11000.1699404389,FALSE
1997,"Maui",306,"All Ecosystems","All Species",1489.3822984953,FALSE
1997,"Maui",306,"Open Ocean","All Species",14809.3822984953,FALSE
1997,"Maui",306,"Reef","All Species",0,FALSE
1997,"Maui",307,"All Ecosystems","Deep 7 Bottomfish",NA,TRUE
1997,"Maui",307,"Reef","Deep 7 Bottomfish",NA,TRUE
1997,"Maui",307,"Open Ocean","Deep 7 Bottomfish",NA,TRUE
1997,"Maui",307,"All Ecosystems","Shallow Bottomfish",NA,TRUE
1997,"Maui",307,"Reef","Shallow Bottomfish",NA,TRUE
1997,"Maui",307,"Open Ocean","Shallow Bottomfish",NA,TRUE
1997,"Maui",307,"All Ecosystems","Reef-Associated",254.561064075235,FALSE
1997,"Maui",307,"Reef","Reef-Associated",254.561064075235,FALSE
1997,"Maui",307,"Open Ocean","Reef-Associated",0,FALSE
1997,"Maui",307,"All Ecosystems","Pelagics",1579.23231818182,FALSE
1997,"Maui",307,"Reef","Pelagics",0,FALSE
1997,"Maui",307,"Open Ocean","Pelagics",1579.23231818182,FALSE
1997,"Maui",307,"All Ecosystems","All Species",1833.7933822575,FALSE
1997,"Maui",307,"Open Ocean","All Species",1579.23231818182,FALSE
1997,"Maui",307,"Reef","All Species",254.561064075235,FALSE
1997,"Maui",308,"All Ecosystems","Deep 7 Bottomfish",15488.761271536,FALSE
1997,"Maui",308,"Reef","Deep 7 Bottomfish",0,FALSE
1997,"Maui",308,"Open Ocean","Deep 7 Bottomfish",15488.761271536,FALSE
1997,"Maui",308,"All Ecosystems","Shallow Bottomfish",18802.5293507837,FALSE
1997,"Maui",308,"Reef","Shallow Bottomfish",8396.00162043887,FALSE
1997,"Maui",308,"Open Ocean","Shallow Bottomfish",10406.5277303448,FALSE
1997,"Maui",308,"All Ecosystems","Reef-Associated",27376.3822604389,FALSE
1997,"Maui",308,"Reef","Reef-Associated",27376.3822604389,FALSE
1997,"Maui",308,"Open Ocean","Reef-Associated",0,FALSE
1997,"Maui",308,"All Ecosystems","Pelagics",24477.0118060815,FALSE
1997,"Maui",308,"Reef","Pelagics",0,FALSE
1997,"Maui",308,"Open Ocean","Pelagics",24477.0118060815,FALSE
1997,"Maui",308,"All Ecosystems","All Species",86144.684688841,FALSE
1997,"Maui",308,"Open Ocean","All Species",50372.3008079624,FALSE
1997,"Maui",308,"Reef","All Species",35772.3838808778,FALSE
1997,"Maui",309,"All Ecosystems","Deep 7 Bottomfish",NA,TRUE
1997,"Maui",309,"Reef","Deep 7 Bottomfish",NA,TRUE
1997,"Maui",309,"Open Ocean","Deep 7 Bottomfish",NA,TRUE
1997,"Maui",309,"All Ecosystems","Shallow Bottomfish",15681.5463388715,FALSE
1997,"Maui",309,"Reef","Shallow Bottomfish",6772.81179504702,FALSE
1997,"Maui",309,"Open Ocean","Shallow Bottomfish",8908.73454382445,FALSE
1997,"Maui",309,"All Ecosystems","Reef-Associated",4266.66479134796,FALSE
1997,"Maui",309,"Reef","Reef-Associated",4266.66479134796,FALSE
1997,"Maui",309,"Open Ocean","Reef-Associated",0,FALSE
1997,"Maui",309,"All Ecosystems","Pelagics",2256.66852639498,FALSE
1997,"Maui",309,"Reef","Pelagics",0,FALSE
1997,"Maui",309,"Open Ocean","Pelagics",2256.66852639498,FALSE
1997,"Maui",309,"All Ecosystems","All Species",2224.8796566144,FALSE
1997,"Maui",309,"Open Ocean","All Species",11165.4030702194,FALSE
1997,"Maui",309,"Reef","All Species",11039.476586395,FALSE
1997,"Maui",310,"All Ecosystems","Deep 7 Bottomfish",32982.3590993774,FALSE
1997,"Maui",310,"Reef","Deep 7 Bottomfish",0,FALSE
1997,"Maui",310,"Open Ocean","Deep 7 Bottomfish",32982.3590993774,FALSE
1997,"Maui",310,"All Ecosystems","Shallow Bottomfish",6952.54697742947,FALSE
1997,"Maui",310,"Reef","Shallow Bottomfish",5365.5828477116,FALSE
1997,"Maui",310,"Open Ocean","Shallow Bottomfish",1586.96412971787,FALSE
1997,"Maui",310,"All Ecosystems","Reef-Associated",21958.6587445768,FALSE
1997,"Maui",310,"Reef","Reef-Associated",21958.6587445768,FALSE
1997,"Maui",310,"Open Ocean","Reef-Associated",0,FALSE
1997,"Maui",310,"All Ecosystems","Pelagics",2664.00155191222,FALSE
1997,"Maui",310,"Reef","Pelagics",0,FALSE
1997,"Maui",310,"Open Ocean","Pelagics",2664.00155191222,FALSE
1997,"Maui",310,"All Ecosystems","All Species",64557.5663732959,FALSE
1997,"Maui",310,"Open Ocean","All Species",37233.3247810075,FALSE
1997,"Maui",310,"Reef","All Species",27324.2415922884,FALSE
1997,"Maui",311,"All Ecosystems","Deep 7 Bottomfish",NA,TRUE
1997,"Maui",311,"Reef","Deep 7 Bottomfish",NA,TRUE
1997,"Maui",311,"Open Ocean","Deep 7 Bottomfish",NA,TRUE
1997,"Maui",311,"All Ecosystems","Shallow Bottomfish",NA,TRUE
1997,"Maui",311,"Reef","Shallow Bottomfish",NA,TRUE
1997,"Maui",311,"Open Ocean","Shallow Bottomfish",NA,TRUE
1997,"Maui",311,"All Ecosystems","Reef-Associated",424497.176153981,FALSE
1997,"Maui",311,"Reef","Reef-Associated",424497.176153981,FALSE
1997,"Maui",311,"Open Ocean","Reef-Associated",0,FALSE
1997,"Maui",311,"All Ecosystems","Pelagics",1585.76707260188,FALSE
1997,"Maui",311,"Reef","Pelagics",0,FALSE
1997,"Maui",311,"Open Ocean","Pelagics",1585.76707260188,FALSE
1997,"Maui",311,"All Ecosystems","All Species",42682.943226583,FALSE
1997,"Maui",311,"Open Ocean","All Species",1585.76707260188,FALSE
1997,"Maui",311,"Reef","All Species",424497.176153981,FALSE
1997,"Maui",312,"All Ecosystems","Deep 7 Bottomfish",7425.82666442194,FALSE
1997,"Maui",312,"Reef","Deep 7 Bottomfish",0,FALSE
1997,"Maui",312,"Open Ocean","Deep 7 Bottomfish",7425.82666442194,FALSE
1997,"Maui",312,"All Ecosystems","Shallow Bottomfish",2034.21214169279,FALSE
1997,"Maui",312,"Reef","Shallow Bottomfish",1029.64573473354,FALSE
1997,"Maui",312,"Open Ocean","Shallow Bottomfish",1004.56640695925,FALSE
1997,"Maui",312,"All Ecosystems","Reef-Associated",19894.5005510972,FALSE
1997,"Maui",312,"Reef","Reef-Associated",19894.5005510972,FALSE
1997,"Maui",312,"Open Ocean","Reef-Associated",0,FALSE
1997,"Maui",312,"All Ecosystems","Pelagics",3110.54310394984,FALSE
1997,"Maui",312,"Reef","Pelagics",0,FALSE
1997,"Maui",312,"Open Ocean","Pelagics",3110.54310394984,FALSE
1997,"Maui",312,"All Ecosystems","All Species",32465.824611617,FALSE
1997,"Maui",312,"Open Ocean","All Species",11540.936175331,FALSE
1997,"Maui",312,"Reef","All Species",20924.1462858307,FALSE
1997,"Maui",313,"All Ecosystems","Deep 7 Bottomfish",49349.2239732125,FALSE
1997,"Maui",313,"Reef","Deep 7 Bottomfish",0,FALSE
1997,"Maui",313,"Open Ocean","Deep 7 Bottomfish",49349.2239732125,FALSE
1997,"Maui",313,"All Ecosystems","Shallow Bottomfish",15200.8592231975,FALSE
1997,"Maui",313,"Reef","Shallow Bottomfish",4687.04770181818,FALSE
1997,"Maui",313,"Open Ocean","Shallow Bottomfish",10513.8115213793,FALSE
1997,"Maui",313,"All Ecosystems","Reef-Associated",2340.85500225705,FALSE
1997,"Maui",313,"Reef","Reef-Associated",2340.85500225705,FALSE
1997,"Maui",313,"Open Ocean","Reef-Associated",0,FALSE
1997,"Maui",313,"All Ecosystems","Pelagics",3818.47483278997,FALSE
1997,"Maui",313,"Reef","Pelagics",0,FALSE
1997,"Maui",313,"Open Ocean","Pelagics",3818.47483278997,FALSE
1997,"Maui",313,"All Ecosystems","All Species",779.41331457,FALSE
1997,"Maui",313,"Open Ocean","All Species",63681.5103273818,FALSE
1997,"Maui",313,"Reef","All Species",7027.90270407523,FALSE
1997,"Maui",314,"All Ecosystems","Deep 7 Bottomfish",5351.21816231975,FALSE
1997,"Maui",314,"Reef","Deep 7 Bottomfish",0,FALSE
1997,"Maui",314,"Open Ocean","Deep 7 Bottomfish",5351.21816231975,FALSE
1997,"Maui",314,"All Ecosystems","Shallow Bottomfish",13055.1834025078,FALSE
1997,"Maui",314,"Reef","Shallow Bottomfish",7033.3581447022,FALSE
1997,"Maui",314,"Open Ocean","Shallow Bottomfish",6021.82525780564,FALSE
1997,"Maui",314,"All Ecosystems","Reef-Associated",8328.57394420063,FALSE
1997,"Maui",314,"Reef","Reef-Associated",8328.57394420063,FALSE
1997,"Maui",314,"Open Ocean","Reef-Associated",0,FALSE
1997,"Maui",314,"All Ecosystems","Pelagics",1502.99351661442,FALSE
1997,"Maui",314,"Reef","Pelagics",0,FALSE
1997,"Maui",314,"Open Ocean","Pelagics",1502.99351661442,FALSE
1997,"Maui",314,"All Ecosystems","All Species",28237.969256426,FALSE
1997,"Maui",314,"Open Ocean","All Species",12876.0369367398,FALSE
1997,"Maui",314,"Reef","All Species",15361.9320889028,FALSE
1997,"Maui",320,"All Ecosystems","Deep 7 Bottomfish",193241.877282649,FALSE
1997,"Maui",320,"Reef","Deep 7 Bottomfish",0,FALSE
1997,"Maui",320,"Open Ocean","Deep 7 Bottomfish",193241.877282649,FALSE
1997,"Maui",320,"All Ecosystems","Shallow Bottomfish",57926.2806786834,FALSE
1997,"Maui",320,"Reef","Shallow Bottomfish",33295.5942123511,FALSE
1997,"Maui",320,"Open Ocean","Shallow Bottomfish",24630.6864663323,FALSE
1997,"Maui",320,"All Ecosystems","Reef-Associated",37116.1099294044,FALSE
1997,"Maui",320,"Reef","Reef-Associated",37116.1099294044,FALSE
1997,"Maui",320,"Open Ocean","Reef-Associated",0,FALSE
1997,"Maui",320,"All Ecosystems","Pelagics",59375.8677864263,FALSE
1997,"Maui",320,"Reef","Pelagics",0,FALSE
1997,"Maui",320,"Open Ocean","Pelagics",59375.8677864263,FALSE
1997,"Maui",320,"All Ecosystems","All Species",34766.135677163,FALSE
1997,"Maui",320,"Open Ocean","All Species",277248.431535408,FALSE
1997,"Maui",320,"Reef","All Species",70411.7041417555,FALSE
1997,"Maui",321,"All Ecosystems","Deep 7 Bottomfish",181823.171628237,FALSE
1997,"Maui",321,"Reef","Deep 7 Bottomfish",0,FALSE
1997,"Maui",321,"Open Ocean","Deep 7 Bottomfish",181823.171628237,FALSE
1997,"Maui",321,"All Ecosystems","Shallow Bottomfish",55589.0266597179,FALSE
1997,"Maui",321,"Reef","Shallow Bottomfish",40105.3283510658,FALSE
1997,"Maui",321,"Open Ocean","Shallow Bottomfish",15483.698308652,FALSE
1997,"Maui",321,"All Ecosystems","Reef-Associated",41504.5213166144,FALSE
1997,"Maui",321,"Reef","Reef-Associated",41504.5213166144,FALSE
1997,"Maui",321,"Open Ocean","Reef-Associated",0,FALSE
1997,"Maui",321,"All Ecosystems","Pelagics",61910.263375674,FALSE
1997,"Maui",321,"Reef","Pelagics",0,FALSE
1997,"Maui",321,"Open Ocean","Pelagics",61910.263375674,FALSE
1997,"Maui",321,"All Ecosystems","All Species",34826.98298244,FALSE
1997,"Maui",321,"Open Ocean","All Species",259217.133312563,FALSE
1997,"Maui",321,"Reef","All Species",81609.8496676802,FALSE
1997,"Maui",322,"All Ecosystems","Deep 7 Bottomfish",15343.7211216301,FALSE
1997,"Maui",322,"Reef","Deep 7 Bottomfish",0,FALSE
1997,"Maui",322,"Open Ocean","Deep 7 Bottomfish",15343.7211216301,FALSE
1997,"Maui",322,"All Ecosystems","Shallow Bottomfish",NA,TRUE
1997,"Maui",322,"Reef","Shallow Bottomfish",NA,TRUE
1997,"Maui",322,"Open Ocean","Shallow Bottomfish",NA,TRUE
1997,"Maui",322,"All Ecosystems","Reef-Associated",0,FALSE
1997,"Maui",322,"Reef","Reef-Associated",0,FALSE
1997,"Maui",322,"Open Ocean","Reef-Associated",0,FALSE
1997,"Maui",322,"All Ecosystems","Pelagics",24450.8727884012,FALSE
1997,"Maui",322,"Reef","Pelagics",0,FALSE
1997,"Maui",322,"Open Ocean","Pelagics",24450.8727884012,FALSE
1997,"Maui",322,"All Ecosystems","All Species",39794.59391313,FALSE
1997,"Maui",322,"Open Ocean","All Species",39794.5939100313,FALSE
1997,"Maui",322,"Reef","All Species",0,FALSE
1997,"Maui",323,"All Ecosystems","Deep 7 Bottomfish",4671.81956539185,FALSE
1997,"Maui",323,"Reef","Deep 7 Bottomfish",0,FALSE
1997,"Maui",323,"Open Ocean","Deep 7 Bottomfish",4671.81956539185,FALSE
1997,"Maui",323,"All Ecosystems","Shallow Bottomfish",NA,TRUE
1997,"Maui",323,"Reef","Shallow Bottomfish",NA,TRUE
1997,"Maui",323,"Open Ocean","Shallow Bottomfish",NA,TRUE
1997,"Maui",323,"All Ecosystems","Reef-Associated",1477.56095887147,FALSE
1997,"Maui",323,"Reef","Reef-Associated",1477.56095887147,FALSE
1997,"Maui",323,"Open Ocean","Reef-Associated",0,FALSE
1997,"Maui",323,"All Ecosystems","Pelagics",315387.571398472,FALSE
1997,"Maui",323,"Reef","Pelagics",0,FALSE
1997,"Maui",323,"Open Ocean","Pelagics",315387.571398472,FALSE
1997,"Maui",323,"All Ecosystems","All Species",321536.951922735,FALSE
1997,"Maui",323,"Open Ocean","All Species",320059.390963864,FALSE
1997,"Maui",323,"Reef","All Species",1477.56095887147,FALSE
1997,"Maui",324,"All Ecosystems","Deep 7 Bottomfish",16015.4860264577,FALSE
1997,"Maui",324,"Reef","Deep 7 Bottomfish",0,FALSE
1997,"Maui",324,"Open Ocean","Deep 7 Bottomfish",16015.4860264577,FALSE
1997,"Maui",324,"All Ecosystems","Shallow Bottomfish",1943.64790250784,FALSE
1997,"Maui",324,"Reef","Shallow Bottomfish",1032.43232670846,FALSE
1997,"Maui",324,"Open Ocean","Shallow Bottomfish",911.215575799373,FALSE
1997,"Maui",324,"All Ecosystems","Reef-Associated",437.180957868339,FALSE
1997,"Maui",324,"Reef","Reef-Associated",437.180957868339,FALSE
1997,"Maui",324,"Open Ocean","Reef-Associated",0,FALSE
1997,"Maui",324,"All Ecosystems","Pelagics",20240.3126904075,FALSE
1997,"Maui",324,"Reef","Pelagics",0,FALSE
1997,"Maui",324,"Open Ocean","Pelagics",20240.3126904075,FALSE
1997,"Maui",324,"All Ecosystems","All Species",38636.6275772414,FALSE
